name,id,permalink,media_type,like_count,comments_count,timestamp,media_url,caption,date,engagement
winebook_official,17961625630918002,https://www.instagram.com/p/CkgDP5TBhVC/,CAROUSEL_ALBUM,148,3,2022-11-03 13:39:44+00:00,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/313324370_909024306737913_3536389841614876715_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=KCz1f3H6RlwAX9-YaPr&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfAUzAXxKVkcFRQw6hiOyHXFkSVzcKkqp9X2nkA25AB4vQ&oe=636CFCC5,"#리그램 슈퍼 투스칸 와이너리가 선보이는 𝑇𝑒𝑛𝑢𝑡𝑎 𝑑𝑖 𝐴𝑟𝑐𝑒𝑛𝑜, 𝐶ℎ𝑖𝑎𝑛𝑡𝑖 𝐶𝑙𝑎𝑠𝑠𝑖𝑐𝑜

올해가 벌써 얼마 남지 않았습니다.
다가오는 연말 특별한분에게 𝑇𝑒𝑛𝑢𝑡𝑎 𝑑𝑖 𝐴𝑟𝑐𝑒𝑛𝑜, 𝐶ℎ𝑖𝑎𝑛𝑡𝑖 𝐶𝑙𝑎𝑠𝑠𝑖𝑐𝑜를 선물해 보시는 건 어떻신가요?

테누타 디 아르체노는 올해 가장 센세이션한 키안티 클라시코로 불리우는 프리미엄 키안티 클라시코입니다.

산지오베제 중심의 레드 와인 산지로 유명한 이탈리아 키안티 클라시코에서 보르도 품종으로 만든 슈퍼 투스칸 와인으로 와인 평론가와 전문지로부터 호평받는 와이너리의 작품입니다.

레드 체리, 딸기, 자두 등의 붉은 과실향이 풍부하며, 백 후추, 민트, 감초의 아로마가 와인잔을 가득 채웁니다. 산뜻한 산미와 부드러운 타닌이 조화롭게 어우러져 긴 여운을 선사합니다.

🍷 𝑇𝑒𝑛𝑢𝑡𝑎 𝑑𝑖 𝐴𝑟𝑐𝑒𝑛𝑜, 𝐶ℎ𝑖𝑎𝑛𝑡𝑖 𝐶𝑙𝑎𝑠𝑠𝑖𝑐𝑜
 ★93점 𝐽𝑎𝑚𝑒𝑠 𝑆𝑢𝑐𝑘𝑙𝑖𝑛𝑔 (2019빈티지) 
 ★92점 𝐽𝑎𝑚𝑒𝑠 𝑆𝑢𝑐𝑘𝑙𝑖𝑛𝑔 (2018빈티지) 
 ★93점 𝐽𝑎𝑚𝑒𝑠 𝑆𝑢𝑐𝑘𝑙𝑖𝑛𝑔 (2017빈티지)

멋진 사진 감사합니다~ lineiine04240 님

지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-11-07,296
winebook_official,17934743435346834,https://www.instagram.com/p/CkgCFcjBgLD/,CAROUSEL_ALBUM,111,0,2022-11-03 13:29:35+00:00,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/313918915_441983494755890_6751808507569956203_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=stSAepu-Wq0AX89-Bfi&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfBL7vfZmiAUx6_tvpf9k1F3aJpJ8NDn7fhCbnXoOGFkbw&oe=636D94BD,"#리그램 고기와 가장 잘 어울리는 와인 카니버🍷

🍂 단풍이 물드는 가을!
캠핑은 역시 멋진 풍경과 분위기, 맛있는 음식 그리고 맛있는 술 아닐까요?

오직 스테이크를 위한 와인, 카니버와 가을 캠핑을 즐겨보세요~

✔️미국 프리미엄 까베르네 소비뇽 판매 7위(2021)
✔️미국 내 프리미엄 까베르네 소비뇽, 카테고리 내에서 가장 빠르게 성장하고 있는 브랜드입니다.

lottewine

멋진 사진을 찍어주신 scurugi 님 감사합니다.🙏

지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-11-07,222
winebook_official,18011720320469468,https://www.instagram.com/p/Ckfkv8LhW4R/,CAROUSEL_ALBUM,182,2,2022-11-03 09:13:14+00:00,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/313886208_163687299680117_6670718273353548658_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=pZtrkvvlBJ4AX_D91Ye&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfAHocYYY2_z2KYQxpoB8PeiYE6-qf40iqY9JCZqmV93kg&oe=636CC718,"와인북클럽3기 11월 이달의 와인
🇦🇷 안데스의 보물 '테소로'

✔️ 안데스 산기슭의 멘도자에 위치한 트라피체 와이너리는 1883년 설립된 이후 내수, 수출 1위로서의 명실공히 아르헨티나 대표 와이너리로 인정받고 있습니다.
✔️ 139년의 긴 역사 속에서도 개척정신과 혁신적인 마인드를 유지해 온 트라피체는 아르헨티나 '말벡' 열풍의 선도자로 불리고 있습니다.

✔️ '테소로'는 스페인어로 보물을 뜻하며, 늘 새로운 것에 대한 도전과 선구자적인 트라피체의 철학이 반영된 보물과 같은 와인입니다.

🍷Tesoro Malbec 
 ★ James Suckling: 92점
🍷 Tesoro Cabernet Sauvignon
 ★ James Suckling: 91점
🍷 Tesoro Chardonnay
 ★ James Suckling: 93점

올해 10월에 런칭한 테소로 와인을 홈플러스에서 단독으로 만나보세요~

trapichearg 
keumyang.wine 

지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-11-07,364
winebook_official,18026951203423068,https://www.instagram.com/p/CkfimNjhY4d/,CAROUSEL_ALBUM,124,0,2022-11-03 08:54:26+00:00,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/313868711_522285099755294_4411766592229781068_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=XIKnlRyHNHoAX_wiiHu&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfBL72z3ShP26dsaJpYAh2pLgd3_2B9KUXqEItcl_LL5tA&oe=636CDE8D,"와인북클럽3기 11월 이달의 와인
🇨🇱 친환경 와인 '콘차이토로 그란 레세르바 그린 레이블 까베르네 소비뇽'

#지구를존중하는또하나의방법 #친환경와인 #그란레세르바

🍇콘차이토로의 비전은 지구의 생물 다양성과 천연 자원을 존중하고 보호하면서 휼륭한 와인을 만드는 것입니다.

🍇 1883년 설립된 콘차이토로는 남미의 대표 와이너리로 현제 전세계 147개국에 수출되고 있는 세계 시장을 선두하는 와이너리입니다.

🍷 여러분도 콘차이토로의 친환경 와인 만나보세요~

🍷 Concha y Toro Gran Reserva Cabernet Sauvignon
 ★ James Suckling: 91점(2019 빈티지)
 ★ James Suckling: 94점(2018 빈티지)

granreserva.conchaytoro 
keumyang.wine 

지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-11-07,248
winebook_official,17866230692796020,https://www.instagram.com/p/CkfdQxxhxys/,CAROUSEL_ALBUM,542,83,2022-11-03 08:07:49+00:00,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/313897130_1174865146433787_1871454180189442932_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=QEca70oVrpwAX9RJ4Bx&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfBiJooBtrhtp-QNP9HhwHjSEiT5Q3Le7mbeXXsWU2pwSQ&oe=636D8655,"🎊롯데 와인 클럽 2기 모집 시작!!🎉

와인을 좋아하고, 즐기시는 분!
SNS 활동을 활발하게 하고계신 분!
지금 바로 롯데 와인 클럽 2기에 신청하세요~

❓롯데 와인 클럽 혜택 혜택은?
🍷8가지 브랜드 와인 제공 (월 2병)
🍷2022년 하반기 와인 세미나 및 디너 초대 우선권
🍷와인북 유료행사 할인권 (20%)
🍷매월 우수 활동자 시상
🍷최우수 활동자 시상

✔️모집기간
11월 03일 ~ 11월 30일까지

✔️신청 방법
1. 와인북 인스타 프로필 링크 클릭
2. 롯데 와인 클럽에서 신청서 접수!!
※ 와인북 인스타 팔로우 및 리그램 하면 당첨 확률 UP⬆️

롯데 와인 클럽에서 다양한 와인을 만나 보세요~

✔️자세한 사항은 프로필 링크 클릭!!

#롯데와인클럽 #롯데와인클럽2기 #롯데와인 #와인북 #와인서포터즈",2022-11-07,1084
winebook_official,17903365031673306,https://www.instagram.com/p/Ckct-UzhPYB/,CAROUSEL_ALBUM,155,2,2022-11-02 06:36:07+00:00,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/313501287_777810546617515_8038136887252734384_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=pyQVdWYg_30AX_GqPRe&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfB0lF94XwB90Rlkc57d37Ui0r_e4sz8oWKJUZVdORN1MA&oe=636D3546,"🇮🇹 세계 최초의 슈퍼 투스칸 '산 펠리체'를 만나다'

10월 27일 뱀파이어 위켄드 청담에서 진행된 최초의 슈퍼 투스칸 산 펠리체의 버티컬 테이스팅 행사가 진행 되었습니다.

세계 최초의 슈퍼 투스칸 와인을 본문에서 만나보세요~

sanfelice_official 
lottewine",2022-11-07,310
winebook_official,17952433256217402,https://www.instagram.com/p/CkbNzNYvVbC/,CAROUSEL_ALBUM,121,4,2022-11-01 16:35:44+00:00,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/313399090_1008489566764614_6972085829691394631_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=6nlusLM4UdoAX9rkyl2&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfD85qLDztsFkik89kTFBsPTqj4FmHef1oQqu_tDLASuPQ&oe=636D2044,"#리그램 슈퍼 투스칸 와이너리가 선보이는 프리미엄 키안티 클라시코

올해 가장 센세이션한 키안티 클라시코로 불리우는 프리미엄 키안티 클라시코, 산지오베제 중심의 레드 와인 산지로 유명한 이탈리아 키안티 클라시코에서 보르도 품종으로 만든 슈퍼 투스칸 와인으로 와인 평론가와 전문지로부터 호평받는 와이너리의 작품입니다.
레드 체리, 딸기, 자두 등의 붉은 과실향이 풍부하며, 백 후추, 민트, 감초의 아로마가 와인잔을 가득 채웁니다. 산뜻한 산미와 부드러운 타닌이 조화롭게 어우러저 긴 여운을 선사합니다.

🍷Tenuta di Arceno, Chianti Classico
★93점 James Suckling (2019빈티지)
★92점 James Suckling (2018빈티지)
★93점 James Suckling (2017빈티지)

멋진 사진 감사합니다~ wine_mariage_jw 

다가오는 연말 Tenuta di Arceno, Chianti Classico를 선물해보세요~

지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-11-07,242
winebook_official,17962858034044524,https://www.instagram.com/p/CkbNR1zPaIe/,CAROUSEL_ALBUM,157,4,2022-11-01 16:31:11+00:00,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/313329304_5399418730155695_2816990550758377229_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=CYXRpKGPOtwAX-Dbd-z&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfAxIwiAtEJHXwZlsyK3Rx9t4HhSHAaBhXAR7CbdJrq-bQ&oe=636C9806,"#리그램 코스트코 신상와인 오레곤 고급 피노누아 
Siduri Willamette Valley Pinot Noir

코스트코에서 만날 수 있는 4만원대 고급 피노누아로 와인 스펙테이터 91점, 로버트 파커 91점 등 뛰어난 평가를 받는 와인입니다.
바빌로니아의 와인 여신의 이름을 딴 와인이며, 피노누아를 사랑한 아담 리 (Adma Lee)의 최고의 피노누아를 위한 열정은 담은 와인입니다.

이번주말 코스트코를 방문하신다면 구매해보세요~ 고기와 잘 어울리는 와인입니다.

멋진 사진 감사합니다~ petit2.foret 

지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-11-07,314
퍼플독ㅣPurpleDog,17929544138536064,https://www.instagram.com/p/CkiL6kspUNh/,CAROUSEL_ALBUM,91,2,2022-11-04 09:33:57+00:00,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/314404893_832745644838704_5766629606755649032_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=sTPHEVefIX0AX-2yyJ9&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfDoGGVhwqPVn3INqT12VCk_Bn9quqg-PZck5Ojvdyzfhw&oe=636CA038,"⠀
11월2일!
퍼플독이 홍대, 송파본점에 이어 송파 NC점에서 또다른 시작을 맞이했습니다! 많은 분들이 발걸음 해주셔서 너무나 감사하게 첫날을 시작할수 있었습니다. 앞으로도 항상 다양한 곳에서 다양한 모습을 보여드릴 퍼플독의 모습 기대해 주세요! 

송파 NC점 운영시간: 
평일 오전 10시 30분 ~ 오후 9시
금.토.일 오전 10시 30분 ~ 오후 10시

찾아오시는길:
서울 송파구 충민로 66 가든파이브라이프관 1층 스타벅스 옆 (장지역 3번출구)

매장번호:
010-5024-4422",2022-11-07,182
퍼플독ㅣPurpleDog,17842255307887774,https://www.instagram.com/p/Ckac9qxOirU/,IMAGE,41,1,2022-11-01 09:29:00+00:00,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/313735994_5731191330235205_639292405463890629_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=qHf6wRBDWjQAX-ynsRy&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfCET0n40rIPJx2yEtYONV-sJrb-n1PN84JKEpdQ47PvcA&oe=636D7DCC,"(D-1) 안녕하세요, 퍼플독입니다.
퍼플독이 이번에도 또 좋은 소식을 들고 오게 되었는데요.
바로, 내일 오전 10시 30분에 NC 백화점에 매장을 오픈 하게 되었습니다🎉

퍼플독의 두번째 경사로 내일 NC점을 방문해주시는 분들께 엄청난 헤택을 드리고자 합니다!

🍇혜택 첫번째!
 해당 매장 오픈 시간 직후 선착순 50명 한정으로 저희 퍼플독의 “마르케스 디 보르고 솔 살리체 살렌티노 리제르바” 를 단 돈 1,000원에 제공드립니다.

🍇혜택 두번째!
오픈 당일 단 하루만! 퍼플독 매장의 와인 구매 시 동일 와인을 1+1 으로 드립니다!

⏰NC점 운영 시간⏰
(평일) 오전 10시 30분 – 오후 9시
(주말) 오전 10시 30분 – 오후 10시

감사합니다.
나만의 와인, 나만의 퍼플독",2022-11-07,82
