name,date,username,id,follows_count,followers_count,media_count,website,profile_picture_url,biography,fetch_time,like_count,comments_count,follows_diff,followers_diff,media_diff,like_diff,comments_diff,follows_pct_change,followers_pct_change,media_pct_change,like_pct_change,comments_pct_change
루얼 잠실새내 와인샵&테이스팅룸,2022-09-27,luolle_jamsil,17841431842909760,1295,1658,317,http://linktr.ee/luolle_/,https://scontent-ssn1-1.xx.fbcdn.net/v/t51.2885-15/90323072_541470776499586_6037993242375487488_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=HgPRTQdsrWgAX9E1Vbz&_nc_ht=scontent-ssn1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_DSKAUbRp_7FHLn1uvX1NhLCcOjVpU9X4E_dm3tceSHA&oe=63384460,"🍷직수입 와인판매 바틀샵&와인쇼핑몰,
🍷와인모임,공간대여,파티룸,모임대관,
      생일파티룸,브라이덜샤워
🍷예약,대관 문의 DM 및 카톡 @playleon
 ☎️02-3432-7787
송파구 잠실동 198-7 B1",2022-09-27 14:51:36.124,1832,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
루얼 잠실새내 와인샵&테이스팅룸,2022-09-28,luolle_jamsil,17841431842909760,1294,1657,317,http://linktr.ee/luolle_/,https://scontent-gmp1-1.xx.fbcdn.net/v/t51.2885-15/90323072_541470776499586_6037993242375487488_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=R9SobB-zSdMAX8uJqgL&_nc_ht=scontent-gmp1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_a9g_FxMGcnZxM7h72h0thm8Fh4040YjocYbaJ31DSCA&oe=63384460,"🍷직수입 와인판매 바틀샵&와인쇼핑몰,
🍷와인모임,공간대여,파티룸,모임대관,
      생일파티룸,브라이덜샤워
🍷예약,대관 문의 DM 및 카톡 @playleon
 ☎️02-3432-7787
송파구 잠실동 198-7 B1",2022-09-28 16:37:40.352,1832,19,-1.0,-1.0,0.0,0.0,0.0,-0.07722007722007485,-0.06031363088058184,0.0,0.0,0.0
루얼 잠실새내 와인샵&테이스팅룸,2022-09-29,luolle_jamsil,17841431842909760,1294,1657,317,http://linktr.ee/luolle_/,https://scontent-sjc3-1.xx.fbcdn.net/v/t51.2885-15/90323072_541470776499586_6037993242375487488_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=R9SobB-zSdMAX_weFC8&_nc_ht=scontent-sjc3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT9hKMuptO3kHmeSvLUiIwjZ6UktcGepR0hxMm95v8xbMQ&oe=633A3EA0,"🍷직수입 와인판매 바틀샵&와인쇼핑몰,
🍷와인모임,공간대여,파티룸,모임대관,
      생일파티룸,브라이덜샤워
🍷예약,대관 문의 DM 및 카톡 @playleon
 ☎️02-3432-7787
송파구 잠실동 198-7 B1",2022-09-29 16:33:18.004,1832,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
루얼 잠실새내 와인샵&테이스팅룸,2022-09-30,luolle_jamsil,17841431842909760,1294,1656,317,http://linktr.ee/luolle_/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/90323072_541470776499586_6037993242375487488_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=R9SobB-zSdMAX_-aEUV&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-y6iMA8sTJZ8QOyaYmGJkM21TGMA52V_IsOKB3_51T3w&oe=633A3EA0,"🍷직수입 와인판매 바틀샵&와인쇼핑몰,
🍷와인모임,공간대여,파티룸,모임대관,
      생일파티룸,브라이덜샤워
🍷예약,대관 문의 DM 및 카톡 @playleon
 ☎️02-3432-7787
송파구 잠실동 198-7 B1",2022-09-30 10:06:15.067,1834,20,0.0,-1.0,0.0,2.0,1.0,0.0,-0.060350030175015945,0.0,0.10917030567685337,5.263157894736836
루얼 잠실새내 와인샵&테이스팅룸,2022-10-01,luolle_jamsil,17841431842909760,1296,1658,317,http://linktr.ee/luolle_/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/90323072_541470776499586_6037993242375487488_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=Au9J3fTd-_wAX-FURUR&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT95c9UcdQ6D4Ijr4bo7C95PuNXEs_Okm9nZZLqfWdFhZA&oe=633C38E0,"🍷직수입 와인판매 바틀샵&와인쇼핑몰,
🍷와인모임,공간대여,파티룸,모임대관,
      생일파티룸,브라이덜샤워
🍷예약,대관 문의 DM 및 카톡 @playleon
 ☎️02-3432-7787
송파구 잠실동 198-7 B1",2022-10-01 10:00:25.258,1834,20,2.0,2.0,0.0,0.0,0.0,0.15455950540959051,0.12077294685990392,0.0,0.0,0.0
와인소셜,2022-09-27,winesocial_dosan,17841449777938336,2,5213,153,https://linktr.ee/winesocial_dosan,https://scontent-ssn1-1.xx.fbcdn.net/v/t51.2885-15/286409148_125916113235460_6740749973920539329_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=86c713&_nc_ohc=_jaXq6d_h0IAX_LnU3j&_nc_ht=scontent-ssn1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8eILKb_SZgpEiE7wqDwsPMk4kwsqj8s2j0N7MqYmWTug&oe=6337487A,"와인 문화공간, 와인소셜🍷
수-토 2pm-10pm 일요일 2pm- 9pm(월화 휴무)
예약하러가기 👇👇",2022-09-27 14:51:36.124,2067,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
와인소셜,2022-09-28,winesocial_dosan,17841449777938336,2,5230,153,https://linktr.ee/winesocial_dosan,https://scontent-gmp1-1.xx.fbcdn.net/v/t51.2885-15/286409148_125916113235460_6740749973920539329_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=86c713&_nc_ohc=_jaXq6d_h0IAX9VpTgc&_nc_ht=scontent-gmp1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-0bwhSU8JelS8bUf49GuZaJAL-_I8IySrqXZXytjSQOA&oe=633942BA,"와인 문화공간, 와인소셜🍷
수-토 2pm-10pm 일요일 2pm- 9pm(월화 휴무)
예약하러가기 👇👇",2022-09-28 16:37:40.352,2097,86,0.0,17.0,0.0,30.0,2.0,0.0,0.32610780740456313,0.0,1.4513788098693858,2.3809523809523725
와인소셜,2022-09-29,winesocial_dosan,17841449777938336,2,5236,154,https://linktr.ee/winesocial_dosan,https://scontent-sjc3-1.xx.fbcdn.net/v/t51.2885-15/286409148_125916113235460_6740749973920539329_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=86c713&_nc_ohc=_jaXq6d_h0IAX8Hrnhp&_nc_ht=scontent-sjc3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_qLULjFZOaxxDJg2y9On9tUDWQ8jHlKArlEJZO0HevAQ&oe=633942BA,"와인 문화공간, 와인소셜🍷
수-토 2pm-10pm 일요일 2pm- 9pm(월화 휴무)
예약하러가기 👇👇",2022-09-29 16:33:18.004,2072,84,0.0,6.0,1.0,-25.0,-2.0,0.0,0.11472275334607485,0.6535947712418277,-1.1921793037672823,-2.3255813953488413
와인소셜,2022-09-30,winesocial_dosan,17841449777938336,2,5234,154,https://linktr.ee/winesocial_dosan,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/286409148_125916113235460_6740749973920539329_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=86c713&_nc_ohc=_jaXq6d_h0IAX9XAzQI&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT9iO1c0Pj0YQqb_HsOY7Xo73Fc8Kt0OCiSqdxDuOT8zaQ&oe=633B3CFA,"와인 문화공간, 와인소셜🍷
수-토 2pm-10pm 일요일 2pm- 9pm(월화 휴무)
예약하러가기 👇👇",2022-09-30 10:06:15.067,2083,84,0.0,-2.0,0.0,11.0,0.0,0.0,-0.03819709702063134,0.0,0.5308880308880326,0.0
와인소셜,2022-10-01,winesocial_dosan,17841449777938336,2,5251,154,https://linktr.ee/winesocial_dosan,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/286409148_125916113235460_6740749973920539329_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=86c713&_nc_ohc=4HmG8-EE1vsAX-17fMY&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-MPQuPRZpxLsIFceP9w-j6pDq0rHv95zLybUjGnEDPeQ&oe=633D373A,"와인 문화공간, 와인소셜🍷
수-토 2pm-10pm 일요일 2pm- 9pm(월화 휴무)
예약하러가기 👇👇",2022-10-01 10:00:25.258,2094,84,0.0,17.0,0.0,11.0,0.0,0.0,0.32479938861291746,0.0,0.5280844935189544,0.0
와프너 | wapener,2022-09-27,wapener,17841444965924426,2,3791,231,https://linktr.ee/wapener,https://scontent-ssn1-1.xx.fbcdn.net/v/t51.2885-15/278281463_542447847213549_676763277042173322_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=86c713&_nc_ohc=lVFE-zNMoxMAX_WliME&_nc_ht=scontent-ssn1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_mwOCePV9mUaTlUi_4CDqvutlEl4QWIf5rhQU3hc2FgQ&oe=6337A6FE,"취향 기반 와인 소셜 커뮤니티 앱 
[와프너] 공식 계정입니다🍷",2022-09-27 14:51:36.124,1745,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
와프너 | wapener,2022-09-28,wapener,17841444965924426,2,3791,231,https://linktr.ee/wapener,https://scontent-gmp1-1.xx.fbcdn.net/v/t51.2885-15/278281463_542447847213549_676763277042173322_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=86c713&_nc_ohc=lVFE-zNMoxMAX-WIuAk&_nc_ht=scontent-gmp1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-Jy-h4RW8oov8zUlHwczRYRLacSKnConsVvnYaOwQyQA&oe=6339A13E,"취향 기반 와인 소셜 커뮤니티 앱 
[와프너] 공식 계정입니다🍷",2022-09-28 16:37:40.352,1746,128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05730659025788842,0.0
와프너 | wapener,2022-09-29,wapener,17841444965924426,2,3792,231,https://linktr.ee/wapener,https://scontent-sjc3-1.xx.fbcdn.net/v/t51.2885-15/278281463_542447847213549_676763277042173322_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=86c713&_nc_ohc=lVFE-zNMoxMAX9Sar8A&_nc_ht=scontent-sjc3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT81-4U2yzBDLgtw-xwK646Wcj2TVxXQT-azK8oS8ZSAiw&oe=6339A13E,"취향 기반 와인 소셜 커뮤니티 앱 
[와프너] 공식 계정입니다🍷",2022-09-29 16:33:18.004,1747,128,0.0,1.0,0.0,1.0,0.0,0.0,0.026378264310200628,0.0,0.057273768613974596,0.0
와프너 | wapener,2022-09-30,wapener,17841444965924426,2,3793,231,https://linktr.ee/wapener,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/278281463_542447847213549_676763277042173322_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=86c713&_nc_ohc=7q3IfRQlJMsAX_jgiQO&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_11HYaJXuDDbt9-6SW5EqI6sHS_9FtdKPuW3d78Dy9ow&oe=633B9B7E,"취향 기반 와인 소셜 커뮤니티 앱 
[와프너] 공식 계정입니다🍷",2022-09-30 10:06:15.067,1747,128,0.0,1.0,0.0,0.0,0.0,0.0,0.02637130801688148,0.0,0.0,0.0
와프너 | wapener,2022-10-01,wapener,17841444965924426,2,3793,231,https://linktr.ee/wapener,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/278281463_542447847213549_676763277042173322_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=86c713&_nc_ohc=7q3IfRQlJMsAX9OTtAS&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_r8Ta3fU_PtN9635de_WXtM4OoGLp3ULh-kA4jZ7z71A&oe=633B9B7E,"취향 기반 와인 소셜 커뮤니티 앱 
[와프너] 공식 계정입니다🍷",2022-10-01 10:00:25.258,1747,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테이스팅 와인샵 와인도어,2022-09-27,winedoor_official,17841444742294852,337,3495,409,https://www.youtube.com/channel/UCU4oFiZc7x8DqlkFeJOO31w,https://scontent-ssn1-1.xx.fbcdn.net/v/t51.2885-15/131377722_143680620657318_7773077553056580665_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=86c713&_nc_ohc=D9S7jlujiTUAX_yggyA&_nc_ht=scontent-ssn1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT9eCmh1tG09U4walr6IHqGAslfPaxJSo0Vt3xjqUt-2jA&oe=63386276,"19년간 와인업계에 종사하신 대표님께서 리스트를 선정하고 8종 이상의 와인을 매일 시음할수 있는 ‘전문 테이스팅 와인샵’ 입니다.
✉️ DM 문의는 받지 않습니다 
📞 예약 010-6389-4908
🗝 비즈니스: Winedoor@naver.com
📺 유투브채널↓",2022-09-27 14:51:36.124,5247,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테이스팅 와인샵 와인도어,2022-09-28,winedoor_official,17841444742294852,337,3505,410,https://www.youtube.com/channel/UCU4oFiZc7x8DqlkFeJOO31w,https://scontent-gmp1-1.xx.fbcdn.net/v/t51.2885-15/131377722_143680620657318_7773077553056580665_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=86c713&_nc_ohc=D9S7jlujiTUAX-0BZ8a&_nc_ht=scontent-gmp1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_z49llX8BqGPVHLGADdJbQR3CyLi_wy1x3vN9UMb36oQ&oe=63386276,"19년간 와인업계에 종사하신 대표님께서 리스트를 선정하고 8종 이상의 와인을 매일 시음할수 있는 ‘전문 테이스팅 와인샵’ 입니다.
✉️ DM 문의는 받지 않습니다 
📞 예약 010-6389-4908
🗝 비즈니스: Winedoor@naver.com
📺 유투브채널↓",2022-09-28 16:37:40.352,5253,62,0.0,10.0,1.0,6.0,0.0,0.0,0.28612303290413976,0.24449877750611915,0.11435105774728616,0.0
테이스팅 와인샵 와인도어,2022-09-29,winedoor_official,17841444742294852,337,3513,411,https://www.youtube.com/channel/UCU4oFiZc7x8DqlkFeJOO31w,https://scontent-sjc3-1.xx.fbcdn.net/v/t51.2885-15/131377722_143680620657318_7773077553056580665_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=86c713&_nc_ohc=D9S7jlujiTUAX8Hp6Eq&_nc_ht=scontent-sjc3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8fz1OtLF1esSFgFiSVE-61SOAJGfFq2gRDwO-7_k45Hw&oe=633A5CB6,"19년간 와인업계에 종사하신 대표님께서 리스트를 선정하고 8종 이상의 와인을 매일 시음할수 있는 ‘전문 테이스팅 와인샵’ 입니다.
✉️ DM 문의는 받지 않습니다 
📞 예약 010-6389-4908
🗝 비즈니스: Winedoor@naver.com
📺 유투브채널↓",2022-09-29 16:33:18.004,5154,61,0.0,8.0,1.0,-99.0,-1.0,0.0,0.2282453637660442,0.24390243902439046,-1.8846373500856606,-1.6129032258064502
테이스팅 와인샵 와인도어,2022-09-30,winedoor_official,17841444742294852,337,3515,411,https://www.youtube.com/channel/UCU4oFiZc7x8DqlkFeJOO31w,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/131377722_143680620657318_7773077553056580665_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=86c713&_nc_ohc=D9S7jlujiTUAX9408bw&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_5S409BTcmMrTfQopDxp8KFlar_ENoW7sdy8diINf0VQ&oe=633A5CB6,"19년간 와인업계에 종사하신 대표님께서 리스트를 선정하고 8종 이상의 와인을 매일 시음할수 있는 ‘전문 테이스팅 와인샵’ 입니다.
✉️ DM 문의는 받지 않습니다 
📞 예약 010-6389-4908
🗝 비즈니스: Winedoor@naver.com
📺 유투브채널↓",2022-09-30 10:06:15.067,5180,61,0.0,2.0,0.0,26.0,0.0,0.0,0.056931397665804795,0.0,0.5044625533566105,0.0
테이스팅 와인샵 와인도어,2022-10-01,winedoor_official,17841444742294852,337,3515,412,https://www.youtube.com/channel/UCU4oFiZc7x8DqlkFeJOO31w,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/131377722_143680620657318_7773077553056580665_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=86c713&_nc_ohc=rjj5qOilFeMAX_Irxd_&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_j1-p4VKBaFDfpCbQH-O4IXk3UdJJkI8y2-TO9uwJwRA&oe=633C56F6,"19년간 와인업계에 종사하신 대표님께서 리스트를 선정하고 8종 이상의 와인을 매일 시음할수 있는 ‘전문 테이스팅 와인샵’ 입니다.
✉️ DM 문의는 받지 않습니다 
📞 예약 010-6389-4908
🗝 비즈니스: Winedoor@naver.com
📺 유투브채널↓",2022-10-01 10:00:25.258,5125,63,0.0,0.0,1.0,-55.0,2.0,0.0,0.0,0.24330900243310083,-1.0617760617760652,3.2786885245901676
