name,id,permalink,media_type,like_count,comments_count,timestamp,media_url,caption,date
winebook_official,17967563683914024,https://www.instagram.com/p/Cj35XlPBTYi/,CAROUSEL_ALBUM,38,2,2022-10-18 23:23:47+00:00,https://scontent-ord5-2.cdninstagram.com/v/t51.29350-15/311856227_126356130197622_3949507773766966307_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=wU2Ma3voUTQAX_GIBlf&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AT-VXhyyd6fOS-9_lYD_Fo5xnsmG_LcIvPAh9czsFSFfuA&oe=635493A2,"🥃 달모어&모어 위스키 클럽 9월 이달의 위스키

국내 최고의 바에서 즐기는 달모어 위스키 Bar Tour🥃

✔️ 전 세계 4대 위스키 생산자, Whyte&Mackay 社 의 대표 싱글몰트 위스키 브랜드, THE DALMORE

✔️ 싱글몰트 위스키의 살아 있는 전설, 달모어의 마스터 디스틸러, 리차드 패터슨이 선보이는 캐스크 숙성

달모어 12년를 멋지게 포스팅 해주신 jaybe.vino 님 감사합니다.🙏

thedalmore_kr 

지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-10-19
winebook_official,17951925446191174,https://www.instagram.com/p/Cj34BU7BbtN/,CAROUSEL_ALBUM,48,3,2022-10-18 23:12:01+00:00,https://scontent-ord5-2.cdninstagram.com/v/t51.29350-15/312018320_669582641454250_7167310079019982021_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2wLEvxh-6ZoAX-XZSYL&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AT_NSeb5T7aRk1o8rzi8KGVFvMpIAh2B8cEeBRtBdfguAw&oe=63552236,"#리그램 갤로엔젤스 고스트 파인 세미나

할로윈 컨셉으로 진행된 고스트 파인을 만나보세요~

🇺🇸Wine List
🍷Ghost Pines Cabernet Sauvignon
🍷Ghost Pines Pinot Noir
🍷Ghost Pines Merlot
🍷Ghost Pines Chardonnay
🍷Ghost Pines Zinfandel

멋진을 사진을 올려주신 wellness_aloha 님 감사합니다.

경고 : 지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-10-19
winebook_official,17926556762548924,https://www.instagram.com/p/Cj1tWOOhvb-/,CAROUSEL_ALBUM,112,5,2022-10-18 03:00:16+00:00,https://scontent-ord5-2.cdninstagram.com/v/t51.29350-15/311966148_576624840886343_4007607035817345418_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=UbYOFcKI58oAX-IAQL9&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AT_DXv_q54FvofHSpipDdG7YRn2uZKsDrgiu2OKbkNOkog&oe=6353752B,"🇫🇷 와인북클럽 10월 이달의 와인
🍷 토마스 바통 리저브 메독, 토마스 바통 그라브 블랑

✔️ 300년의 역사를 지닌 보르도의 가장된 와이너리 ‘B&G THOMAS BARTON’
✔️ 전 미국 대통령 토마스 제퍼슨이 사랑한 와인 브랜드 B&G의 와인

✔️ THOMAS BARTON RÉSERVE MÉDOC
🏅Vienna International Wine Challenge 2016 – Silver(2010 빈티지)
🏅Le Guid Hachette des Vins 2016 – ★★(2012 빈티지)
🏅Decanter World Wine Awards 2013 - Commendrd(2011 빈티지)

✔️ THOMAS BARTON RÉSERVE GRAVES BLANC
🍷고품질의 와인으로 전세계 130여 개국의 소비자들의 사랑을 받는 와인🏅Decanter 2020 – Bronze(2019 빈티지)
🏅Japen Wine Challenge 2020 – Gold(2019 빈티지)
🏅Guide Gilbert & Gaillard - Gold(2013 빈티지)

bartonguestier_france
lottechilsung 

경고 : 지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-10-19
winebook_official,17848572647855510,https://www.instagram.com/p/Cj1NuqZhvPw/,CAROUSEL_ALBUM,105,2,2022-10-17 22:23:59+00:00,https://scontent-ord5-2.cdninstagram.com/v/t51.29350-15/311808732_801309344448755_7473483254855492108_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=pPehPUG5GykAX-D4XUH&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AT8euqPz2ls4e1DZKMLeCEgB7k4TPj4vgmt0WlAM1gWrNg&oe=6353A515,"#리그램 🇺🇸갤로엔젤스 10기 10월 이달의 와인
🍇최고의 지역만 선정해서 지역 블렌딩한 특별한 와인 '고스트 파인'

✔️ 최적의 환경에서 키워낸 최고의 품질의 포도로 생산한 와인으로 2018년 와인 스펙테이터 선정 '100대 와인' 브랜드입니다.

홈플러스 인기 와인으로 유명합니다.

-------------------------------------------------

- Ghost Pines, Cabernet Sauvignon
★ 92점: Decanter (2018빈티지)
★ 89점: Wilfred Wong of Wine.com (2015빈티지)

- Ghost Pines, Zinfandel
★ The Critics Challenge WIne Competition - Gold (2018빈티지)
★ The TEXSOM International Wine Awards - Silver (2018빈티지)
★ The San Diego Wine and Spirits Challenge - Silver (2018빈티지)

멋진 사진을 올려주신 49.904 님 감사합니다.

여러분도 이번 핼러윈 데이는 고스트 파인과 함께 즐겨보세요~

지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-10-19
winebook_official,18319002937040328,https://www.instagram.com/p/Cj0i1AlBblv/,CAROUSEL_ALBUM,101,2,2022-10-17 16:09:06+00:00,https://scontent-ord5-2.cdninstagram.com/v/t51.29350-15/311921582_1764604803909961_2411555507896986243_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=nEE3Ha4FX9kAX85TtJB&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AT80aaLkc7zn49L_53ksG-ls90CQd-BWy2sI8IeuKFyWSw&oe=6354CCE1,"#리그램 미국에서 가장 사랑받는 프리미엄 와인 ‘Apothic Seminar’

✔️ 아포틱은 유럽의 블렌딩 전통을 따르면서도 캘리포니아 품종들을 사용해 완전히 새로운 스타일의 와인을 창조하였습니다.

✔️ 미국 레드와인 판매 1위, 아포틱
✔️ 미국 프리미엄 와인 브랜드 판매 1위

멋진 사진을 포스팅 해주신 wine_mariage_jw 님 감사합니다.🙏

경고 : 지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-10-19
winebook_official,18112775551294728,https://www.instagram.com/p/Cj0iRfshNZR/,CAROUSEL_ALBUM,109,2,2022-10-17 16:04:15+00:00,https://scontent-ord5-2.cdninstagram.com/v/t51.29350-15/311823793_223895233301912_3974363222541672063_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Ftr8XvNYuRwAX-fn9zZ&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AT8eBa7yv6pOOHTwt1wDs0uFqtBVzSMznlK8hgAXD6zpxw&oe=63542E41,"#리그램 와인북과 함께하는 미슐랭 투어 시즌 6🎊

🍷오린 스위프트 슬랜더 X 윤서울의 만남!
윤서울의 한식은 익숙하면서도 과감한 도전이 느껴지는 독특함이 있습니다.
기존의 고급스러운 한식의 매력과 다른 정교하면서도 거침없는 한식의 매력을 윤서울에서 오린 스위프 슬렌더와 환상의 페어링을 경험해 보세요~

멋진 사진을 포스팅 해주신 wine_mariage_jw 님 감사합니다.🙏

경고 : 지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-10-19
winebook_official,18219748675094412,https://www.instagram.com/p/Cj0h3AVB1UE/,CAROUSEL_ALBUM,86,4,2022-10-17 16:00:38+00:00,https://scontent-ord5-2.cdninstagram.com/v/t51.29350-15/312170604_1045174279564637_2212533027993780166_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=tuqxovVJTnUAX8iR5-H&_nc_oc=AQlM-SaRnDJ1hMTyvwba4am9HWOtgLoZ0jXu0Wvdv-ywuDEjVZQCBFcycqB_4dZAxS0&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AT-DMJJ_JIgXQYDMNSuwXMou82nbyHNheRZ_T6y6EXdPFw&oe=635420A9,"#리그램 👻아포틱 캔들 할로윈 패키지🎁

🍷미국에서 가장 사랑받는 프리미엄 와인 아포틱

🦇아포틱 레드와 캔들, 그리고 아포틱 에코백까지 알찬 구성의 할로윈 패키지!

올해 할로윈은 아포틱과 함께 즐거운 추억을 만들어 보새요~

멋진 아포틱 캔들 패키지를 포스팅 해주신 lovelyeon7 님 감사합니다.🙏

경고 : 지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-10-19
winebook_official,17873188028728172,https://www.instagram.com/p/CjznEpYhK11/,CAROUSEL_ALBUM,286,78,2022-10-17 07:26:57+00:00,https://scontent-ord5-2.cdninstagram.com/v/t51.29350-15/311737443_3326978860883871_2847687369560882152_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=3MCLAU9t1CYAX-h7jQD&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AT82sMyXfW2JwF4AXKeqKdywSs1ckAG4PA0tvuuI9bjb_A&oe=63551534,"🍷미슐랭 투어 시즌 7
Orin Swift X Lamitie

🇫🇷 1996년에 오픈하여 현재까지 프렌치 요리만 고집해서 운영하는 레스토랑 ‘라미띠에' 
‘정성의 온기가 담긴 프렌치 퀴진’을 선보여온 장명식 셰프의 프렌치를 오린 스위프트와 함께 만나 보세요~

🍷2022 미쉐린 가이드 서울 🍷
☝🏻라미띠에 런치 식사권(1인권)
✌🏻오린 스위프트 팔레르모 1잔

🎊미슐랭 레스토랑 투어의 주인공이 되는 방법🍀
1. 와인북 인스타그램 팔로우하기!(필수)
2. 댓글로 와인북을 추천하고 싶은 친구 ID 태그❤️

※레스토랑 방문 후기 포스팅 작성 필수(11월28일까지)
※ 레스토랑 방문일 : 11월 18일/ 11월 19일(중 선택)
※ 19일 방문의 경우 동반인과 동행 방문이 필수이며, 동반인 식사비용은 자부담입니다.
※ 당첨자에게는 개별 DM 드립니다!

지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-10-19
winebook_official,18030556807407492,https://www.instagram.com/p/CjxJJ17hwgl/,IMAGE,116,9,2022-10-16 08:27:02+00:00,https://scontent-ord5-2.cdninstagram.com/v/t51.29350-15/311594735_2854607301350300_3479992353311971656_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=k3Mw6QCPshkAX_xpMta&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AT_S4pDVIm1STjs4WEdZ-KayFusXmdrlyLi9UmUhWYVMXQ&oe=63535E1D,"🎊 오레건 최상의 블랜딩 와인 '시두리 월라멧 피노누아' 테이스팅 이벤트 당첨자 발표🎉

🍷 미국 오레건 최고의 피노누아로 만든 최상의 와인!

✔️ 시두리는 바빌로니아 와인의 여신의 이름입니다.

✔️ 와인 스펙테이터 91점, 로버트 파커 91점 등 높은 평가를 받고 있는 고급 피노누아 와인입니다.

✔️ 산타 바바라부터 오레건 주의 월라멧 밸리에 이르는 넓은 지역에서 최상의 피노누아만 엄선하여 와인을 양조합니다.

✔️ 코스트코 신상 와인으로 고급 피노누아입니다.

🍷𝐒𝐢𝐝𝐮𝐫𝐢 𝐖𝐢𝐥𝐥𝐚𝐦𝐞𝐭𝐭𝐞 𝐕𝐚𝐥𝐥𝐞𝐲
★ 93 𝑝𝑡𝑠 𝐽𝑒𝑏 𝐷𝑢𝑛𝑛𝑢𝑐𝑘 (2018 빈티지)
★ 91 𝑝𝑡𝑠 𝑊𝑖𝑛𝑒 𝑆𝑝𝑒𝑐𝑡𝑎𝑡𝑜𝑟 (2018 빈티지)
★ 91 𝑝𝑡𝑠 𝑅𝑜𝑏𝑒𝑟𝑡 𝑃𝑎𝑟𝑘𝑒𝑟 (2018 빈티지)

🎉당첨되신 모든 분들 축하드립니다🎉
*당첨자에게는 개별DM 드립니다.

경고 : 지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-10-19
winebook_official,17945843387501026,https://www.instagram.com/p/Cju6xlGBtbv/,CAROUSEL_ALBUM,185,2,2022-10-15 11:42:55+00:00,https://scontent-ord5-2.cdninstagram.com/v/t51.29350-15/311585498_1145138356426046_7153812812524191782_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=T26HTZhxrTkAX8rN0LW&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AT-avnfVZYoi8AwCmXqP6I42Nr3xFvrkgmjtbPWOiz-16Q&oe=63541EE2,"🇺🇸 갤로 엔젤스 ‘고스트 파인’ 와인 세미나

10월 14일(금) 애프터나인 앤 와인에서 갤로 엔젤스 ‘고스트 파인’ 세미나가 진행되었습니다. 
이번 세미나는 또 하나의 주제가 있는데요. 바로 ‘할로윈’입니다. 고스트 파인은 유령 소나무라는 의미를 가진 와인으로 고스트 파인이 가진 미스테리함과 할로윈의 분위기와 잘 어울렸습니다. 세미나의 강의를 해주신 와인 전문가 이효정 박사님과 참석해주신 모든 분들께 감사드립니다.
👻 여러분도 다가오는 할로윈을 고스트 파인과 함께 즐겨보세요.

ghostpines 
finestwinecommunity 
#갤로엔젤스 #와인북 
---------------------------------

🍷 𝑊𝐼𝑁𝐸 𝑆𝐸𝑀𝐼𝑁𝐴𝑅
✔️고스트 파인은 포도재배 지역(AVA)에서 벗어나 오직 최고의 품질의 와인 생산에 집중합니다. 특히 나파와 소노마 지역의 블렌딩으로 양조된 와인은 균형 잡힌 풍미를 통해 고스트 파인을 더욱 특별하게 만듭니다.
✔️고스트 파인이라는 명칭은 아침 포도밭에 펼쳐지는 안개 사이로 소나무들이 유령처럼 떠 있는 모습에서 유래하였으며, 고독한 유령의 모습을 신비롭게 표현하였습니다.
✔️2018년 와인 스펙테이터 선정 '100대 와인' 브랜드

🇺🇸Wine List
🍷Ghost Pines Cabernet Sauvignon
🍷Ghost Pines Pinot Noir
🍷Ghost Pines Merlot
🍷Ghost Pines Chardonnay
🍷Ghost Pines Zinfandel

경고 : 지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.",2022-10-19
winebook_official,17848102985840226,https://www.instagram.com/p/CjsEP72hIOM/,CAROUSEL_ALBUM,189,31,2022-10-14 09:07:59+00:00,https://scontent-ord5-2.cdninstagram.com/v/t51.29350-15/311772908_1204412380417194_7175530676698162958_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=CT2pKZZhBH0AX83u9C4&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AT-wQQapPh6iQi0HiITITatlkMXjxcB2ysPNkdISbg2nfA&oe=6353E06F,"🇪🇸 마르께스 데 까세레스 세미나 신청하기

스페인 국왕이 사랑하는 와인, 마르께스 데 까세레스 세미나에 여러분을 초대합니다!

𝐖𝐢𝐧𝐞 𝐋𝐢𝐬𝐭
🍷𝑀𝐴𝑅𝑄𝑈𝐸𝑆 𝐷𝐸 𝐶𝐴𝐶𝐸𝑅𝐸𝑆 𝐶𝑅𝐼𝐴𝑁𝑍𝐴 
🍷𝑀𝐴𝑅𝑄𝑈𝐸𝑆 𝐷𝐸 𝐶𝐴𝐶𝐸𝑅𝐸𝑆 𝑅𝐸𝑆𝐸𝑅𝑉𝐴 
🍷𝑀𝐴𝑅𝑄𝑈𝐸𝑆 𝐷𝐸 𝐶𝐴𝐶𝐸𝑅𝐸𝑆 𝐺𝑅𝐴𝑁 𝑅𝐸𝑆𝐸𝑅𝑉𝐴 
🍷𝑀𝐴𝑅𝑄𝑈𝐸𝑆 𝐷𝐸 𝐶𝐴𝐶𝐸𝑅𝐸𝑆 𝑀𝐶 
🍷𝑀𝐴𝑅𝑄𝑈𝐸𝑆 𝐷𝐸 𝐶𝐴𝐶𝐸𝑅𝐸𝑆 𝐺𝐴𝑈𝐷𝐼𝑈𝑀

<세미나 일정>
일시 : 2022.10.21(금) 오후 7:00 ~ 8:30
장소 : 애프터나인 앤 와인
(마포구 양화로 45, 메세나폴리스몰 115호)
연사 : German Rubiales(Export Director)

🍷 마르께스 데 까세레스 세미나 주인공이 되는 방법🍀
1. 와인북 인스타그램 팔로우하기!
2. 댓글로 와인북을 추천하고 싶은 친구 ID 태그❤️

*후기 포스팅 1건 작성 필수(10월 28일까지) 
*당첨자에게는 개별DM 드립니다!",2022-10-19
